업종명,인허가일자,업소명,도로명주소,영업장면적,영업자시작일,업태명
일반음식점,1994-10-01,시골옻닭,서울특별시 성동구 성덕정길 129 (성수동2가),50.08,2008-03-19,한식
일반음식점,1992-09-15,육회공작소,서울특별시 성동구 마조로7길 5 (행당동),98.5,2016-06-20,한식
일반음식점,1995-06-10,행운,"서울특별시 성동구 마조로1길 2 (행당동,,158-34.39.41.44)",19.35,2014-01-27,한식
일반음식점,1995-11-28,또래오래,서울특별시 성동구 마조로1길 46 (행당동),57.75,2007-03-27,통닭(치킨)
일반음식점,1995-09-11,아씨네호프,서울특별시 성동구 마장로 305 (마장동),42.18,2012-06-18,호프/통닭
일반음식점,1995-06-29,양자강,서울특별시 성동구 왕십리로28길 5 (도선동),83.92,2008-09-05,중국식
일반음식점,1995-08-03,춘천닭갈비,서울특별시 성동구 상원6길 5 (성수동1가),40.92,1995-08-03,한식
일반음식점,1995-06-26,전주식당,서울특별시 성동구 청계천로10나길 82-14 (마장동),27,2015-04-13,한식
일반음식점,1995-06-10,한국집식당,서울특별시 성동구 청계천로10가길 84 (마장동),39.75,2014-02-12,한식
일반음식점,1995-12-22,이디야 커피,"서울특별시 성동구 금호산길 64, 지상1층 (금호동2가)",70.41,2014-05-14,기타
일반음식점,1995-01-23,통돼지두루치기김치찌개전문점,"서울특별시 성동구 용답중앙15길 5-1, 지상1,2층 (용답동)",71,2008-06-09,한식
일반음식점,1996-06-11,주궁,"서울특별시 성동구 왕십리로24길 8, 지상2층 (도선동)",78.03,2014-09-11,호프/통닭
일반음식점,1996-07-26,푸드카페,서울특별시 성동구 아차산로 6 (성수동1가),43.55,2004-07-02,한식
일반음식점,1996-04-25,주식회사 레노스,서울특별시 성동구 고산자로 202 (행당동),891.49,2013-07-30,뷔페식
일반음식점,1996-12-16,성수식당,서울특별시 성동구 성수일로12길 19-1 (성수동2가),21.84,1996-12-16,한식
일반음식점,1996-11-02,소대식당,서울특별시 성동구 마장로 211 (홍익동),45.4,2014-08-01,한식
일반음식점,1996-08-19,일미식당,,16,2007-07-25,한식
일반음식점,1996-04-18,죽변항,"서울특별시 성동구 상원길 40, 지상1층 110,111호 (성수동1가, 뚝섬현대아파트상가동)",55.25,2015-05-12,한식
일반음식점,1996-01-22,해장국집,"서울특별시 성동구 금호로 56, 지상1층 (금호동1가)",25.37,2014-11-27,한식
일반음식점,1997-12-27,영구스피자성수점,서울특별시 성동구 성덕정길 25 (성수동1가),24.02,1999-02-03,패스트푸드
일반음식점,1997-08-05,둘둘치킨,"서울특별시 성동구 한림말5길 11 (옥수동, 365-6 바로바로빌딩 지상1층)",29.6,2014-10-22,패스트푸드
일반음식점,1997-06-07,달리는포차,서울특별시 성동구 마장로 227 (마장동),36.24,2005-05-18,호프/통닭
일반음식점,1997-10-06,태평양수산,서울특별시 성동구 마장로 185 (홍익동),95.04,2014-12-23,일식
일반음식점,1997-12-08,주)비사벌,"서울특별시 성동구 왕십리로6길 1-2, 1층 (성수동1가)",135.6,2014-09-25,한식
일반음식점,1997-08-22,삼삼이네 성수점,서울특별시 성동구 성덕정길 122 (성수동2가),31.29,2004-08-09,한식
일반음식점,1997-08-22,인생술집 리퀴진,서울특별시 성동구 마조로5길 10 (행당동),51.67,2016-03-04,한식
일반음식점,1997-06-26,조개도,서울특별시 성동구 성덕정17길 8-1 (성수동2가),55.44,2013-12-06,호프/통닭
일반음식점,1998-11-26,놀란닭,서울특별시 성동구 마조로 17 (행당동),16.64,2014-05-28,한식
일반음식점,1998-10-23,네네치킨,서울특별시 성동구 독서당로 315-4 (금호동3가),16.96,2013-11-07,호프/통닭
일반음식점,1998-08-21,한량석쇠,"서울특별시 성동구 왕십리로22길 9-1, 1층 (도선동, 139)",23.1,2013-10-24,정종/대포집/소주방
일반음식점,1998-09-02,작은공간,서울특별시 성동구 성덕정19길 16 (성수동2가),14.11,2012-03-13,호프/통닭
일반음식점,1998-06-09,회동영덕막회,서울특별시 성동구 무학로2길 15 (도선동),50.01,2015-08-19,탕류(보신용)
일반음식점,1998-07-02,신전떡볶이,"서울특별시 성동구 무학봉길 93, 1층 (하왕십리동)",18.9,2014-07-30,분식
일반음식점,1998-01-17,종점식당,서울특별시 성동구 마장로44길 1 (마장동),31.54,2014-01-15,분식
일반음식점,1998-03-23,동이나,"서울특별시 성동구 고산자로2길 6-3 (응봉동,지상1층(해든길119))",19.88,2013-08-26,한식
일반음식점,1998-12-07,남원추어탕,서울특별시 성동구 금호산길 67 (금호동2가),51.25,2013-05-31,한식
일반음식점,1998-05-12,장수숯불갈비,서울특별시 성동구 성덕정길 38 (성수동1가),76.4,2015-09-07,한식
일반음식점,1998-02-28,또올래,"서울특별시 성동구 마장로 235, 1층 (마장동, 574)",18.04,2013-05-15,한식
일반음식점,1999-06-15,우영푸드빌,"서울특별시 성동구 아차산로 144, 1층 101호 (성수동2가, 273-15 우영테크노센터)",282,2012-08-31,한식
일반음식점,1999-05-04,미스터피자(금호점),"서울특별시 성동구 금호로 58, 1층 (금호동1가)",54.2,2015-04-27,패스트푸드
일반음식점,1999-05-11,금룡,"서울특별시 성동구 마조로 21, 1층 (행당동)",55.34,2002-04-26,중국식
일반음식점,1999-04-23,원산면옥,서울특별시 성동구 성수이로 118 (성수동2가),144.54,2014-08-21,한식
일반음식점,1999-04-10,우수,서울특별시 성동구 마장로 228-12 (홍익동),11.9,2002-09-10,까페
일반음식점,1999-03-27,자갈치브라더스 서울마장점,서울특별시 성동구 청계천로10나길 78 (마장동),84.07,2014-04-09,일식
일반음식점,1999-06-03,굴사랑 낙지마을,서울특별시 성동구 성수이로 118 (성수동2가),111.52,2014-03-06,한식
일반음식점,1999-01-09,삽다리 곱창,서울특별시 성동구 상원길 17 (성수동1가),43.06,2014-01-22,한식
일반음식점,1999-03-09,회뜨는총각2,"서울특별시 성동구 마조로5길 4-12, 지하1층 (행당동)",80,2013-08-09,호프/통닭
일반음식점,1999-08-11,김밥마루,"서울특별시 성동구 행당로9길 43, 205호 (행당동, 대림리빙프라자 지하)",14.19,2008-05-02,김밥(도시락)
일반음식점,1999-11-13,김가네 삼겹살,"서울특별시 성동구 행당로17길 19 (행당동,지상1층)",42.98,2016-01-29,분식
일반음식점,2000-04-17,중화요리일미향,서울특별시 성동구 장터5길 4-1 (금호동3가),37,2013-09-05,중국식
일반음식점,2000-06-16,삼팔팔 포차,"서울특별시 성동구 마조로5길 4-11, 지1층 (행당동)",135.54,2009-05-26,호프/통닭
일반음식점,2000-06-23,오늘먹고싶은족발,"서울특별시 성동구 한림말1길 15-2, 훈빌딩 1층 3호 (옥수동)",30,2014-05-08,한식
일반음식점,2000-08-24,맛닭꼬 성수역점,서울특별시 성동구 아차산로 113 (성수동2가),107.26,2000-08-24,호프/통닭
일반음식점,2000-10-11,이번지깡통집 한양대점,"서울특별시 성동구 마조로7길 4-6 (행당동, 행당동 1-98)",61.11,2015-12-10,한식
일반음식점,2000-10-27,작품,"서울특별시 성동구 독서당로 381 (응봉동, 98 현대@상가101호)",33.66,2013-06-21,호프/통닭
일반음식점,2000-12-02,심가네식당,서울특별시 성동구 독서당로46길 35 (금호동4가),36.66,2015-04-22,한식
일반음식점,2000-11-29,왕호프치킨,서울특별시 성동구 광나루로 323 (송정동),25.11,2013-02-05,호프/통닭
일반음식점,2001-01-09,꼬지PUB,서울특별시 성동구 마조로 17 (행당동),18.5,2013-11-06,한식
일반음식점,2001-02-05,수원갈비,"서울특별시 성동구 마장로 202-8, 1층 (홍익동)",48.26,2013-05-28,한식
일반음식점,2001-03-08,은좌식당,서울특별시 성동구 왕십리로 330 (도선동),51,2001-05-04,한식
일반음식점,2001-03-20,노랑통닭,서울특별시 성동구 상원10길 3 (성수동1가),68.2,2014-06-16,호프/통닭
일반음식점,2001-05-18,알촌 한양대점,서울특별시 성동구 마조로3길 6 (행당동),39.68,2015-02-25,한식
일반음식점,2001-05-18,복돼지,서울특별시 성동구 연무장길 17-1 (성수동2가),48.28,2005-10-28,한식
일반음식점,2001-05-30,기차역가는길,서울특별시 성동구 마조로1길 39 (행당동),22.74,2005-07-12,호프/통닭
일반음식점,2001-06-15,은성보쌈,,16.9,2003-09-29,한식
일반음식점,2001-07-26,오븐에빠진닭 성수점,"서울특별시 성동구 아차산로7길 8, 2층 (성수동2가)",164.76,2016-04-20,호프/통닭
일반음식점,2001-07-11,진미식당,서울특별시 성동구 성덕정17길 3 (성수동2가),29.93,2012-03-15,한식
일반음식점,2001-10-10,올레 제주 뒷고기,"서울특별시 성동구 마조로 17, B동 41,42호 (행당동)",46.8,2011-08-31,한식
일반음식점,2001-09-08,아라참치,"서울특별시 성동구 무학로2길 23-1 (도선동,지상2층(전풍길 48))",66.88,2010-05-19,일식
일반음식점,2002-01-08,도스마스,"서울특별시 성동구 마조로1길 2, 지상1층 (행당동, 20-17)",40.59,2014-01-29,한식
일반음식점,2002-03-12,꽃돼지,"서울특별시 성동구 성덕정길 142 (성수동2가, 성수2가 212-12 지상1층)",19.83,2014-04-18,까페
일반음식점,2002-04-01,레벤호프,"서울특별시 성동구 용답중앙11길 20 (용답동,(1층))",33.08,2012-06-04,호프/통닭
일반음식점,2002-04-15,광동수산산오징어,"서울특별시 성동구 행당로 127-1 (행당동,(지상1층))",65.01,2013-12-23,횟집
일반음식점,2002-06-12,응봉참숯생소금구이,"서울특별시 성동구 독서당로62길 4 (응봉동,(지상2층))",34,2016-01-26,한식
일반음식점,2002-07-15,사보르김밥용답점,"서울특별시 성동구 용답중앙15길 15 (용답동,(지상1층))",31.85,2014-10-02,호프/통닭
일반음식점,2002-09-05,마장골뱅이&노가리,"서울특별시 성동구 마장로 296 (마장동,(지상1층))",38.5,2014-10-01,한식
일반음식점,2002-09-26,생생찌개방,"서울특별시 성동구 마조로 71 (마장동,(지상1층))",26.18,2002-09-26,한식
일반음식점,2002-10-01,파파존스피자 왕십리점,"서울특별시 성동구 독서당로 434 (응봉동, 대림종합상가 104,105,106호)",96.52,2014-09-12,패스트푸드
일반음식점,2002-10-28,티앤홍짬뽕촌,"서울특별시 성동구 광나루로6길 42 (성수동2가,지상1층)",34.6,2014-06-03,분식
일반음식점,2002-11-11,곱,"서울특별시 성동구 마조로7길 7 (행당동,(지상1층))",55.28,2014-08-25,한식
일반음식점,2002-12-07,김종용누룽지통닭,"서울특별시 성동구 마조로5길 7 (행당동,(지상1,2층))",180.46,2008-11-10,한식
일반음식점,2002-12-11,유진참치,"서울특별시 성동구 연무장7길 16 (성수동2가,(지하1층))",88.8,2010-04-19,일식
일반음식점,2002-12-24,싸리골,"서울특별시 성동구 광나루로 287, 지상1층 (송정동)",123,2002-12-24,한식
일반음식점,2003-02-17,싱싱오징어바다,"서울특별시 성동구 장터길 22 (금호동4가,(지상1층))",56.09,2015-05-08,한식
일반음식점,2003-02-25,홍보석,"서울특별시 성동구 성덕정7길 13 (성수동1가,(지상1층))",63,2003-02-25,중국식
일반음식점,2003-02-26,노바,"서울특별시 성동구 금호산길 58 (금호동2가,(지상2층))",111.25,2012-09-03,일식
일반음식점,2003-03-11,광주식당,"서울특별시 성동구 성수일로12길 15-1 (성수동2가,(지상1층))",22,2013-05-20,한식
일반음식점,2003-05-13,조박사고깃집,"서울특별시 성동구 왕십리로24길 10-1 (도선동,(지상1층))",65.65,2003-05-13,한식
일반음식점,2003-06-16,부대스토리,"서울특별시 성동구 마조로1가길 4 (행당동,(지상1층))",49.8,2011-02-07,한식
일반음식점,2003-08-16,화적당,"서울특별시 성동구 마조로7길 8 (행당동,(지상1층))",73.36,2016-03-10,한식
일반음식점,2003-09-25,치킨버스 한양대점,"서울특별시 성동구 마조로7길 11 (행당동,(지상1층))",58.35,2014-09-01,통닭(치킨)
일반음식점,2003-10-24,탐라제주 도야지,,28.38,2016-06-03,횟집
일반음식점,2004-01-12,본초 돈가스,"서울특별시 성동구 왕십리로 215 (행당동,(지상2층))",21.76,2013-03-11,분식
일반음식점,2004-02-19,(주)HL 푸드뱅크,"서울특별시 성동구 마조로3길 10 (행당동,(1층))",102.06,2013-10-08,한식
일반음식점,2004-03-17,(주)씨에스컨벤션,"서울특별시 성동구 뚝섬로 447 (성수동2가, 성수2가 231-1 지상9층)",768.7,2013-08-05,뷔페식
일반음식점,2004-03-30,굴과찜사랑,"서울특별시 성동구 행당로17길 23 (행당동, 행당동 298-50 지상1층)",73.81,2013-06-26,횟집
일반음식점,2004-03-31,본죽,"서울특별시 성동구 마조로 25 (행당동,(지상1층))",30.94,2014-05-19,한식
일반음식점,2004-04-26,가마솥추어탕,"서울특별시 성동구 고산자로2길 6-9, A동 지상1층 (응봉동)",58.53,2013-08-28,한식
일반음식점,2004-06-01,광주순대국집,"서울특별시 성동구 왕십리로 391 (하왕십리동,(지상1층))",18.6,2005-12-22,한식
일반음식점,2004-06-01,성수돈까스,"서울특별시 성동구 연무장길 103, 1층 (성수동2가, 272-39)",43,2004-06-01,분식
일반음식점,2004-06-03,땡초꼼장어,"서울특별시 성동구 왕십리로10길 9-31, 1층 (성수동1가)",34.5,2012-06-18,호프/통닭
일반음식점,2004-06-22,TK푸드,"서울특별시 성동구 성수이로 113 (성수동2가,제강빌딩(지하1층))",124.82,2016-04-11,한식
일반음식점,2004-07-22,두부촌,"서울특별시 성동구 왕십리로 275, 1층 (행당동)",59.5,2006-02-14,한식
일반음식점,2004-07-30,한국인의술상,"서울특별시 성동구 마장로 229 (마장동, 나동, 지상1층)",35.75,2015-02-04,기타
일반음식점,2004-10-18,화로구이,서울특별시 성동구 마장로 315 (마장동),395,2015-11-03,한식
일반음식점,2004-10-27,크우익가든,"서울특별시 성동구 고산자로2길 4-1 (응봉동,(1층))",51.26,2009-02-05,호프/통닭
일반음식점,2004-10-29,정궁,"서울특별시 성동구 무학로10길 29 (홍익동,(1층))",16.96,2006-04-24,중국식
일반음식점,2004-11-04,홍정원,"서울특별시 성동구 뚝섬로 426, 지상1층 (성수동2가, 264-5)",115.26,2015-01-12,중국식
일반음식점,2004-12-03,시골가마솥삼겹살,"서울특별시 성동구 성수이로 108 (성수동2가,,117  (지상2층))",137.7,2014-06-27,한식
일반음식점,2005-02-16,왕십리참나무장작구이,"서울특별시 성동구 무학봉28길 11 (행당동,(1층))",83.4,2016-06-03,한식
일반음식점,2005-02-24,화분,"서울특별시 성동구 마조로5길 4-16 (행당동,(2층))",106.9,2013-12-03,경양식
일반음식점,2005-05-06,탐앤탐스한양대점,"서울특별시 성동구 왕십리로 229, 2층, 3층 (행당동)",195,2015-08-19,경양식
일반음식점,2005-05-10,추억의 홍두께 칼국수,"서울특별시 성동구 마장로40길 10, 지상1층 (마장동, 793-1)",37.4,2014-02-13,한식
일반음식점,2005-07-15,골목식당,"서울특별시 성동구 뚝섬로15길 28-1 (성수동2가,(지상1층))",39.06,2012-11-29,한식
일반음식점,2005-08-25,위풍당당 족발,"서울특별시 성동구 성수일로8길 53 (성수동2가,성수동복합시설 101~102호)",103.53,2015-07-27,한식
일반음식점,2005-08-31,페리카나치킨,"서울특별시 성동구 독서당로 287 (금호동4가,(지상1층))",18.87,2014-10-31,한식
일반음식점,2005-09-21,샵아지트,"서울특별시 성동구 왕십리로8길 4 (성수동1가,(지상1층))",92.12,2015-05-11,호프/통닭
일반음식점,2005-09-22,허브,"서울특별시 성동구 독서당로 314 (금호동4가,(지상2층))",24.45,2015-06-18,기타
일반음식점,2005-10-19,해밀칼국수,"서울특별시 성동구 광나루로6길 35, 성수동 우림 이비즈센터 103호 (성수동2가)",35.4,2016-01-18,한식
일반음식점,2005-11-21,별미식당,"서울특별시 성동구 왕십리로14길 28 (성수동1가,(지상1층))",41.92,2005-11-21,한식
일반음식점,2006-03-22,용답양꼬치점,"서울특별시 성동구 용답중앙13길 9 (용답동,(지상1층))",60.45,2014-11-07,중국식
일반음식점,2006-04-06,부산밀면해주순대국,"서울특별시 성동구 동일로 281 (송정동,(지상1층))",78.75,2014-05-15,한식
일반음식점,2006-06-22,내가찜한닭,"서울특별시 성동구 마조로7길 5 (행당동,(지상2층))",119.08,2015-07-16,경양식
일반음식점,2006-08-07,쪽선생,"서울특별시 성동구 용답29길 15-1, 1층 (용답동, 12-2 (101호))",53.27,2016-02-02,한식
일반음식점,2006-08-16,캐리홈치킨,"서울특별시 성동구 독서당로 303-14, 1층 (금호동3가)",22.18,2015-05-11,한식
일반음식점,2006-09-04,우동가조쿠,"서울특별시 성동구 왕십리로 215-1 (행당동,지상2층)",28,2014-09-16,한식
일반음식점,2006-10-24,문 라이트,"서울특별시 성동구 마조로1가길 8, 지하1층,1층 (행당동)",182.4,2013-03-19,정종/대포집/소주방
일반음식점,2006-12-04,권가네,"서울특별시 성동구 마장로 232 (홍익동, 123-1 지상1층)",38.41,2013-10-21,한식
일반음식점,2007-01-12,네네치킨,"서울특별시 성동구 마조로 59 (마장동,지상1층)",30.14,2013-06-03,통닭(치킨)
일반음식점,2007-01-15,(주)씨에스컨벤션,"서울특별시 성동구 뚝섬로 447, 2001~2125호 (성수동2가, 성수2가 231-1 지상2층 2001~2125호)",840.85,2013-08-05,뷔페식
일반음식점,2007-01-31,엄마손이동밥차,"서울특별시 성동구 성수일로12길 14 (성수동2가,지상1층)",26,2015-12-07,출장조리
일반음식점,2007-02-05,황소부대찌개,"서울특별시 성동구 천호대로 296, 1층 (용답동, 69-4)",183.4,2014-03-12,한식
일반음식점,2007-03-06,술사냥,"서울특별시 성동구 용답중앙11길 17-1 (용답동,지상1층)",29.6,2012-12-07,호프/통닭
일반음식점,2007-03-15,춘천집닭갈비,"서울특별시 성동구 마조로7길 7-1 (행당동,지상1층)",65.72,2016-06-13,한식
일반음식점,2007-04-02,1번출구,"서울특별시 성동구 아차산로7길 11 (성수동2가,지상1층)",12.95,2014-07-02,한식
일반음식점,2007-05-14,먹태의꿈,"서울특별시 성동구 금호로 168 (금호동1가,지상1층)",14.19,2015-08-03,정종/대포집/소주방
일반음식점,2007-06-04,한양전선생,"서울특별시 성동구 왕십리로 223-1 (행당동,지하1층)",66.99,2015-05-11,정종/대포집/소주방
일반음식점,2007-06-13,왕돈까스,"서울특별시 성동구 성수일로12길 27 (성수동2가,외1필지(299-199)지상1층)",25.81,2015-03-02,한식
일반음식점,2007-06-22,담바골,"서울특별시 성동구 상원길 42, 상가동 1층 108,109호 (성수동1가, 현대상가아파트)",53.78,2014-03-10,한식
일반음식점,2007-08-08,미사랑,"서울특별시 성동구 상원길 24 (성수동1가,(지상1층))",30.88,2013-11-29,한식
일반음식점,2007-09-12,보배곱창,"서울특별시 성동구 용답19길 4-1 (용답동,(지상1층))",35,2008-06-25,한식
일반음식점,2007-09-14,크레프트 할리비어,"서울특별시 성동구 마조로 25 (행당동,지하1층)",272.56,2015-07-30,경양식
일반음식점,2007-09-17,비비큐치킨,"서울특별시 성동구 성덕정길 59 (성수동1가,지상1층)",29.15,2014-06-02,통닭(치킨)
일반음식점,2007-10-11,동방양꼬치,"서울특별시 성동구 마조로 33 (행당동,지상1층)",31.36,2014-07-15,한식
일반음식점,2007-11-23,청진동해장국,,33.76,2009-03-19,한식
일반음식점,2007-11-23,왕십리 정부네 곱창,"서울특별시 성동구 고산자로 287 (홍익동,지상1층)",86.81,2010-04-28,한식
일반음식점,2007-12-04,온달왕족발,"서울특별시 성동구 장터길 37 (금호동3가,지상1층)",17.16,2015-08-10,한식
일반음식점,2007-03-02,참새와방앗간,"서울특별시 성동구 광나루로 156, 지상1층 (성수동1가)",30,2012-01-05,한식
일반음식점,2008-04-16,남원추어탕,"서울특별시 성동구 마장로 305, 1층 (마장동, 771-7)",56.72,2012-08-24,한식
일반음식점,2008-04-18,전라도보쌈,"서울특별시 성동구 자동차시장1길 82, B동 지하1층 나25,61호 (용답동, 234)",49.14,2012-09-05,한식
일반음식점,2008-05-08,국수랑파전이랑,"서울특별시 성동구 성수일로12길 27 (성수동2가,외1필지 지상1층(은나래길 41))",27.07,2015-05-01,한식
일반음식점,2008-05-27,연탄불꼼장어,"서울특별시 성동구 상원길 11, 지상1층 (성수동1가)",51.12,2013-04-30,통닭(치킨)
일반음식점,2008-06-09,밀향기,"서울특별시 성동구 광나루로6길 35 (성수동2가,성수동우림이비즈센터 114호)",43.58,2011-02-28,분식
일반음식점,2008-06-25,또봉이 통닭,"서울특별시 성동구 용답29길 19 (용답동,지상1층(매화길 56 ))",57.86,2016-06-20,한식
일반음식점,2008-08-26,성식이네매운닭발,"서울특별시 성동구 마장로 220, 1층 (홍익동)",35,2014-08-18,통닭(치킨)
일반음식점,2008-09-10,옥수주먹고기,"서울특별시 성동구 독서당로40길 33, 1층 (옥수동)",88,2013-11-20,한식
일반음식점,2008-09-24,본죽 왕십리점,"서울특별시 성동구 왕십리로 330, 지상1층 (도선동)",22.68,2014-10-10,한식
일반음식점,2008-10-14,맛나식당,"서울특별시 성동구 자동차시장1길 70, 지하1층 B호 (용답동, 비동 지하나 19,56호)",38,2015-05-18,한식
일반음식점,2008-10-15,짱호프치킨,"서울특별시 성동구 고산자로8길 38 (행당동,지상1층(왕십리길 306))",46.2,2013-06-03,기타
일반음식점,2008-10-16,더구공탄(THE 구공탄),"서울특별시 성동구 마조로 17, A동 1층 17호 (행당동)",30.05,2015-06-18,분식
일반음식점,2008-12-04,본도시락 한양대후문점,"서울특별시 성동구 마조로 34, 1층 (행당동, 10-1)",30,2014-11-04,한식
일반음식점,2008-12-05,왕십리통골뱅이,"서울특별시 성동구 왕십리로22길 3 (도선동,외1필지 지상1층(장미길 7))",24.24,2013-03-13,통닭(치킨)
일반음식점,2008-12-11,애정가득찬,"서울특별시 성동구 무학로 33, 156동 104호 (하왕십리동, 왕십리뉴타운제1구역  텐즈힐아파트상가)",40,2008-12-11,한식
일반음식점,2008-12-17,사와분식,"서울특별시 성동구 금호로 168, 1층 (금호동1가, 107-2)",14.86,2008-12-17,분식
일반음식점,2009-01-21,삼미냉면칼국수,"서울특별시 성동구 성덕정15길 7 (성수동2가,지상1층)",32.4,2013-02-20,분식
일반음식점,2009-02-04,굽네치킨(성수1호점),"서울특별시 성동구 상원1길 26, 서울숲A타워 1층 108-2호 (성수동1가)",66.94,2014-09-22,통닭(치킨)
일반음식점,2009-02-11,cafe Joe(카페조이),"서울특별시 성동구 아차산로11길 11 (성수동2가,동성빌딩101호)",57.95,2013-05-22,까페
일반음식점,2009-02-17,성수낙지,"서울특별시 성동구 성수일로12길 34 (성수동2가,지상1층)",71.28,2012-03-20,한식
일반음식점,2009-03-17,만나곱창,"서울특별시 성동구 광나루로11길 34-1 (송정동,지상1층)",25.73,2013-09-04,한식
일반음식점,2009-03-26,대도식당,"서울특별시 성동구 마장로21길 5, 1층 (홍익동, 429)",104.63,2013-07-17,한식
일반음식점,2009-04-06,명륜진사갈비 왕십리역점,"서울특별시 성동구 왕십리로24길 3 (도선동, 도선동 253-5외2필지 지상1층)",92.2,2013-08-16,한식
일반음식점,2009-06-19,짬뽕한대,"서울특별시 성동구 살곶이8길 7-2, 1층 (행당동)",23.04,2016-05-11,한식
일반음식점,2009-06-30,소나무식당,"서울특별시 성동구 마조로 17 (행당동,B동13호)",30.18,2014-07-28,한식
일반음식점,2009-07-02,이흥부족발,"서울특별시 성동구 상원길 54 (성수동1가,(지상1층))",55,2009-07-02,호프/통닭
일반음식점,2009-07-10,연탄구이집,"서울특별시 성동구 성수이로 32-5 (성수동2가,(지상1층))",27.4,2013-08-30,한식
일반음식점,2009-09-21,계경순대국 신금호점,"서울특별시 성동구 금호로 150-1 (금호동1가,(지상1층))",75,2014-10-22,한식
일반음식점,2009-10-22,고흥만,"서울특별시 성동구 뚝섬로3길 9 (성수동1가,지상1층)",50,2014-12-01,한식
일반음식점,2009-10-30,금호족발,"서울특별시 성동구 장터5길 1 (금호동3가,(지상1층))",43.79,2012-05-22,한식
일반음식점,2009-11-17,수 칼국수,"서울특별시 성동구 아차산로1가길 11 (성수동1가,지상1층)",21,2014-06-23,한식
일반음식점,2009-11-27,소문난순대국왕족발,"서울특별시 성동구 용답25라길 23 (용답동,지상1층)",45,2013-11-21,한식
일반음식점,2009-12-11,종가빈대떡,"서울특별시 성동구 아차산로 20 (성수동1가,지상1층)",26.4,2013-05-20,기타
일반음식점,2010-03-09,준이네,"서울특별시 성동구 광나루로11길 17-1 (송정동,지상1층)",15,2015-09-09,한식
일반음식점,2010-03-24,은지향,"서울특별시 성동구 독서당로 375 (응봉동,신동아A상가 103호)",32.4,2014-03-25,통닭(치킨)
일반음식점,2010-06-11,주거니받거니,"서울특별시 성동구 천호대로 286 (용답동,(지상1층))",24,2014-10-14,호프/통닭
일반음식점,2010-07-19,죠스떡볶이,"서울특별시 성동구 마조로5길 4 (행당동,지상1층)",23,2015-05-11,분식
일반음식점,2010-08-03,서울 양평해장국,"서울특별시 성동구 동일로 173, 1층 (성수동2가)",81,2013-03-21,한식
일반음식점,2010-08-31,다복식당,"서울특별시 성동구 마장로39길 34 (마장동, 마장동 768-3 지상1층)",33,2015-05-27,한식
일반음식점,2010-09-02,제주생고깃간,"서울특별시 성동구 한림말1길 13 (옥수동,지상1층)",82.5,2010-09-02,한식
일반음식점,2010-09-09,굽네치킨,"서울특별시 성동구 금호로 62-1, 1층 (금호동1가)",25,2015-07-29,통닭(치킨)
일반음식점,2010-10-04,수제양정순대국,"서울특별시 성동구 성수이로 34 (성수동2가,지상1층)",13.5,2013-10-28,한식
일반음식점,2010-10-07,채선당,"서울특별시 성동구 왕십리로 38 (성수동1가,(지상1층))",235.96,2012-05-22,한식
일반음식점,2010-10-15,제주한근이,"서울특별시 성동구 왕십리로22길 10-1 (도선동,(지상1층))",74.24,2015-11-02,한식
일반음식점,2010-10-25,부뚜막,"서울특별시 성동구 성수일로4길 33-1 (성수동2가,지상1층)",33.9,2013-11-07,한식
일반음식점,2010-11-11,정 참치,"서울특별시 성동구 성수일로8길 39, 2층 202호 (성수동2가)",89.39,2014-01-28,호프/통닭
일반음식점,2010-12-29,희동이네,"서울특별시 성동구 독서당로 303-9 (금호동3가,(지상1층))",25,2015-06-09,한식
일반음식점,2010-02-09,빅터커피,"서울특별시 성동구 용답29길 10-1, 지상1층 (용답동, 8-10)",87,2010-02-09,경양식
일반음식점,2011-02-18,미도,"서울특별시 성동구 아차산로 113, 삼진빌딩 2층 (성수동2가)",210.44,2012-11-30,일식
일반음식점,2011-04-19,커핀그루나루성동문화원점,"서울특별시 성동구 왕십리로 275-1 (행당동, 행당동 133-2 지상1,2층)",194,2015-11-18,전통찻집
일반음식점,2011-04-22,옛날순대국,"서울특별시 성동구 아차산로7길 36, 1층 1-5호 (성수동2가)",50.76,2013-02-28,한식
일반음식점,2011-05-06,콩물에빠진두부,"서울특별시 성동구 한림말1길 8 (옥수동,지상1층)",115.2,2014-05-07,한식
일반음식점,2011-05-30,엄마네 집밥,"서울특별시 성동구 성수일로12길 25 (성수동2가,(지상1층))",38,2013-07-31,한식
일반음식점,2011-06-10,찌개애구이,"서울특별시 성동구 아차산로17길 57 (성수동2가,107호지상1층)",54.88,2013-06-12,기타
일반음식점,2011-06-17,사또나라,"서울특별시 성동구 장터길 38-1 (금호동4가,외4필지(지하3층))",50,2011-06-17,한식
일반음식점,2011-06-23,곱창나라,"서울특별시 성동구 송정12길 15 (송정동,지하1층)",13.22,2015-09-17,한식
일반음식점,2011-07-20,포레드뮤,"서울특별시 성동구 무학봉길 93-1 (하왕십리동,(지상1층))",59.03,2015-07-24,까페
일반음식점,2011-07-22,개미식당,서울특별시 성동구 왕십리로 375-1 (하왕십리동),27,2015-11-03,한식
일반음식점,2011-07-26,고기익는마을,"서울특별시 성동구 고산자로24길 11-1 (마장동,지상3층)",241,2015-04-15,한식
일반음식점,2011-09-26,무탁우동,"서울특별시 성동구 고산자로 290-4, 1층 (행당동, 191-3)",15.75,2011-09-26,한식
