업종명,인허가일자,업소명,도로명주소,영업장면적,영업자시작일,업태명
일반음식점,2019-10-23,목포식당,"서울특별시 성동구 용답19길 14, 1층 (용답동)",27,2019-10-23,한식
일반음식점,2019-10-23,나영이네,"서울특별시 성동구 무수막길 91-1, 1층 (금호동2가)",33.92,2019-10-23,한식
일반음식점,2019-10-23,김밥천국,"서울특별시 성동구 성수일로 99, 서울숲AK밸리 지식산업센터 1층 111,112호 (성수동1가)",97.37,2019-11-21,한식
일반음식점,2019-10-24,바위파스타바,"서울특별시 성동구 뚝섬로15길 27, 1층 (성수동2가)",43.92,2019-10-24,기타
일반음식점,2019-11-04,고기다,"서울특별시 성동구 성수일로12길 20, 1층 102호 (성수동2가)",248.04,2019-11-04,기타
일반음식점,2019-11-04,어페어 커피,"서울특별시 성동구 성수이로6길 11, 1층 (성수동2가)",50,2019-11-04,기타
일반음식점,2019-11-06,송정커피,"서울특별시 성동구 송정길 82-3, 1,2층 (송정동)",90,2019-11-06,기타
일반음식점,2019-11-06,(주)오발탄 서울숲점,"서울특별시 성동구 왕십리로 50, 1층 (성수동1가)",611.12,2019-11-06,한식
일반음식점,2019-11-06,탄탄면공방 서울숲점,"서울특별시 성동구 왕십리로 50, 2층 (성수동1가)",28.68,2019-11-06,일식
일반음식점,2019-11-08,더존푸드,"서울특별시 성동구 뚝섬로1길 63, 영창디지털타워 지하1층 102호 (성수동1가)",484,2019-11-08,한식
일반음식점,2019-11-12,금호알베르,"서울특별시 성동구 금호로3길 14, 1층 (금호동4가)",138.6,2019-11-12,기타
일반음식점,2019-11-13,한끼밥집,"서울특별시 성동구 광나루로 320-1, 나동 1층 (성수동2가)",79.2,2019-11-13,한식
일반음식점,2019-11-15,에프이 26,"서울특별시 성동구 서울숲2길 12, 지하1,1층 (성수동1가)",85.95,2019-11-15,기타
일반음식점,2019-11-15,단과자,"서울특별시 성동구 뚝섬로 430, 2층 (성수동2가)",17,2019-11-15,기타
일반음식점,2019-11-21,더 퍼즈(The Pause),"서울특별시 성동구 성수일로 47, 1층 104호 (성수동1가)",60.39,2019-11-21,기타
일반음식점,2019-11-22,종로계림닭도리탕 왕십리점,"서울특별시 성동구 무학로2길 35, 2층 (도선동)",88.6,2019-11-22,한식
일반음식점,2019-11-22,아비꼬 성수동,"서울특별시 성동구 연무장5가길 25, 1층 118호 (성수동2가)",41.28,2019-11-22,일식
일반음식점,2019-11-22,쎈느,"서울특별시 성동구 연무장5길 20, 1층 (성수동2가)",440.83,2019-11-22,기타
일반음식점,2019-11-25,풍년오리농장,"서울특별시 성동구 왕십리로24나길 14, 1층 (도선동)",59.57,2019-11-25,한식
일반음식점,2019-11-25,등촌샤브칼국수 성수점,"서울특별시 성동구 성수이로7가길 6, 1층 (성수동2가)",163.77,2019-11-25,한식
일반음식점,2019-11-26,키친오늘(kitchen ONL),"서울특별시 성동구 장터5길 9-1, 지하1층 (금호동3가)",54.57,2019-11-26,경양식
일반음식점,2019-11-27,왕십리 마라탕훠궈,"서울특별시 성동구 무학로2길 35, 지하1층 (도선동)",57,2019-11-27,중국식
일반음식점,2019-11-27,밤새우리,"서울특별시 성동구 성덕정17길 12, 1층 (성수동2가)",152.05,2019-11-28,기타
일반음식점,2019-11-28,스튜디오 우디,"서울특별시 성동구 연무장15길 11, 가동 1층 C109,C110호 (성수동2가)",45.85,2019-11-28,기타
일반음식점,2019-12-02,화신 7216,"서울특별시 성동구 용답중앙13길 14, 1층 (용답동)",30,2019-12-02,한식
일반음식점,2019-12-03,화로구이,"서울특별시 성동구 마장로 315, C동 지하1,1,2층 (마장동)",446.4,2019-12-03,식육(숯불구이)
일반음식점,2019-12-04,통통식당,"서울특별시 성동구 마장로 297, 1층 (마장동)",83.97,2019-12-04,한식
일반음식점,2019-12-04,고운,"서울특별시 성동구 아차산로 92, 1층 105호 (성수동2가)",62.77,2019-12-04,일식
일반음식점,2019-12-10,먹을만회,"서울특별시 성동구 성덕정3길 3, 1층 (성수동1가)",21,2019-12-10,일식
일반음식점,2019-12-16,중앙감속기,"서울특별시 성동구 성수일로6길 7-1, 1층 (성수동2가)",161.7,2019-12-16,기타
일반음식점,2019-12-18,쿡포유,"서울특별시 성동구 왕십리로 410, I동 1층 164호 (하왕십리동, 센트라스)",30,2019-12-18,한식
일반음식점,2019-12-26,광년(光年),"서울특별시 성동구 마조로5길 4-10, 지하1층 (행당동)",96.12,2019-12-26,기타
일반음식점,2019-06-25,나마 쿠시모노,"서울특별시 성동구 마장로 137, 221동 1142호 (상왕십리동, 텐즈힐)",37.05,2019-06-25,일식
일반음식점,2020-01-02,속초면옥 달꽃식당,"서울특별시 성동구 왕십리로 410, L동 121호 (하왕십리동, 센트라스)",46,2020-01-02,한식
일반음식점,2020-01-02,서가미트델리,"서울특별시 성동구 마장로40길 4-2, 1층 (마장동)",24.22,2020-01-02,경양식
일반음식점,2020-01-03,24TS 한양대점,"서울특별시 성동구 사근동길 47, B101호 (사근동)",116,2020-01-03,김밥(도시락)
일반음식점,2020-01-03,목로정원,"서울특별시 성동구 서울숲2길 47, 3층 (성수동1가)",55,2020-01-03,기타
일반음식점,2020-01-03,빨간창고,"서울특별시 성동구 둘레길 147-1, 1층 (성수동2가)",59,2020-01-03,일식
일반음식점,2020-01-03,마장식당,"서울특별시 성동구 마장로35길 76, 상가동 지하1층 101,102호 (마장동)",29.52,2020-01-03,한식
일반음식점,2020-01-03,에피소드,"서울특별시 성동구 뚝섬로 341, 지하1층 (성수동1가)",287.13,2020-01-03,기타
일반음식점,2020-01-07,한끼,"서울특별시 성동구 왕십리로4길 24-33, 지하1층 (성수동1가)",63.18,2020-01-07,한식
일반음식점,2020-01-07,한끼한죽(성수점),"서울특별시 성동구 상원10길 3, 지하1층 (성수동1가)",23.9,2020-01-07,한식
일반음식점,2020-01-08,제이엠,"서울특별시 성동구 성수일로10길 26, 상가동 1층 114호 (성수동2가)",62.16,2020-01-08,한식
일반음식점,2020-01-09,글리머,"서울특별시 성동구 성수일로6길 47, 4층 (성수동2가)",252.66,2020-01-09,기타
일반음식점,2020-01-13,탐앤탐스 성수1호점,"서울특별시 성동구 성수이로 51, 1층 101A,101B호 (성수동2가)",87.13,2020-01-13,기타
일반음식점,2020-01-13,오투휴게소,"서울특별시 성동구 마조로5길 4-16, 1층 (행당동)",103.98,2020-01-13,기타
일반음식점,2020-01-15,제일양대창,"서울특별시 성동구 고산자로 281, 2층 (홍익동)",92.4,2020-01-15,식육(숯불구이)
일반음식점,2020-01-16,한가연,"서울특별시 성동구 성덕정9가길 12-1, 1층 (성수동1가)",39,2020-01-16,기타
일반음식점,2020-01-17,고향집&육수당&두촌가마솥밥,"서울특별시 성동구 뚝섬로 379, 이마트 성수점 3층 (성수동2가)",31.3,2020-01-17,한식
일반음식점,2020-01-17,카페도르,"서울특별시 성동구 연무장17길 6, 2층 (성수동2가)",171.39,2020-01-17,기타
일반음식점,2020-01-17,제주스,"서울특별시 성동구 뚝섬로 379, 3층 (성수동2가)",18.9,2020-01-17,기타
일반음식점,2020-01-23,고메스테이크 성수점,"서울특별시 성동구 동일로 135-1, 전진빌딩 1층 2호 (성수동2가)",19.8,2020-01-23,경양식
일반음식점,2020-01-28,아울림,"서울특별시 성동구 서울숲4길 26, 2층 (성수동1가)",46.87,2020-01-28,경양식
일반음식점,2020-01-29,코지하우스,"서울특별시 성동구 뚝섬로 379, 3층 (성수동2가)",32.2,2020-10-12,한식
일반음식점,2020-01-30,왕십리 정부네곱창,"서울특별시 성동구 마장로 228-24, 1층 (홍익동)",16.65,2020-01-30,한식
일반음식점,2020-01-31,"마켓로거스 성수점 보끄팬, 명동칼국수, 테이스트 오브 비엣","서울특별시 성동구 뚝섬로 379, 3층 (성수동2가)",31.3,2020-01-31,한식
일반음식점,2020-02-03,족보잇는 국밥,"서울특별시 성동구 마장로27길 4, 1층 (마장동)",24,2020-02-03,한식
일반음식점,2020-02-04,정태네실비집,"서울특별시 성동구 마조로5길 5, 지하1층 (행당동)",138.57,2020-02-04,한식
일반음식점,2020-02-05,왕코등갈비,"서울특별시 성동구 금호산2길 17-1, 1층 (금호동3가)",22.61,2020-02-05,한식
일반음식점,2020-02-05,골드소일 주식회사,"서울특별시 성동구 성수이로7가길 7, 1동 1,2층 (성수동2가)",146.45,2020-02-05,경양식
일반음식점,2020-02-05,울림,"서울특별시 성동구 뚝섬로 379, 3층 (성수동2가)",127,2020-02-05,한식
일반음식점,2020-02-07,다로베,"서울특별시 성동구 왕십리로11길 7, 1층 (성수동1가)",70.05,2020-02-07,"외국음식전문점(인도,태국등)"
일반음식점,2020-02-07,카츠성수,"서울특별시 성동구 서울숲4길 26, 1층 (성수동1가)",52.55,2020-02-07,일식
일반음식점,2020-02-10,잠수교집,"서울특별시 성동구 아차산로 137, 1층 (성수동2가)",79.24,2020-02-10,식육(숯불구이)
일반음식점,2020-02-11,풀핑 & 참살이두판피자,"서울특별시 성동구 무수막길 85, 2층 101호 (금호동2가)",50,2020-02-11,기타
일반음식점,2020-02-12,명가통닭(행당점),"서울특별시 성동구 행당로 112, 1층 (행당동)",23,2020-02-12,호프/통닭
일반음식점,2020-02-13,넘버파이브,"서울특별시 성동구 왕십리로4길 28-2, 지하1층 (성수동1가)",124.77,2020-02-13,경양식
일반음식점,2020-02-13,굿갓레스토랑 성수역점,"서울특별시 성동구 연무장길 41-22, 2층 201호 (성수동2가)",60.65,2020-02-13,경양식
일반음식점,2020-02-14,누메로 뜨레쓰,"서울특별시 성동구 성수일로 21, 1층 (성수동1가)",71.08,2020-02-14,경양식
일반음식점,2020-02-14,지수언니,"서울특별시 성동구 성덕정길 91, 1층 2호 (성수동2가)",20.99,2020-02-14,기타
일반음식점,2020-02-14,은준쌀국수,"서울특별시 성동구 왕십리로5길 9-2, 2층 (성수동1가)",65.81,2020-02-14,"외국음식전문점(인도,태국등)"
일반음식점,2020-02-17,(주)클라스카컴퍼니,"서울특별시 성동구 연무장15길 11, 가동 3층 B303호 (성수동2가)",70,2020-02-17,기타
일반음식점,2020-02-19,가조쿠,"서울특별시 성동구 연무장길 31-2, 1층 (성수동2가)",90,2020-02-19,일식
일반음식점,2020-02-19,락지,"서울특별시 성동구 성덕정15길 4-3, 1층 (성수동2가)",26.51,2020-02-19,한식
일반음식점,2020-02-21,칠칠켄터키 한양대점,"서울특별시 성동구 마조로 17, 2층 (행당동)",122.22,2020-02-21,호프/통닭
일반음식점,2020-02-21,감성요리,"서울특별시 성동구 왕십리로4길 28-8, 2층 (성수동1가)",49,2020-02-21,한식
일반음식점,2020-02-26,장흥집,"서울특별시 성동구 마장로 137, 221동 1층 113호 (상왕십리동, 텐즈힐)",84.21,2020-02-26,한식
일반음식점,2020-03-02,세광양대창(성수점),"서울특별시 성동구 아차산로 122, 1층 101호 (성수동2가)",115.7,2020-03-02,식육(숯불구이)
일반음식점,2020-03-02,33 마카롱,"서울특별시 성동구 금호산길 10, 1층 (금호동3가)",19,2020-03-02,기타
일반음식점,2020-03-03,박여사네 감자탕,"서울특별시 성동구 금호산길 49, 1층 (금호동2가)",35,2020-03-03,한식
일반음식점,2020-03-03,로컬릿,"서울특별시 성동구 한림말길 33, 2층 (옥수동)",163.3,2020-03-03,경양식
일반음식점,2020-03-03,벙커(Bunker),"서울특별시 성동구 마조로3길 8, 지하1층 (행당동)",244.77,2020-03-03,기타
일반음식점,2020-03-04,목금,"서울특별시 성동구 왕십리로2길 34, 1층 (성수동1가)",36.23,2020-03-04,경양식
일반음식점,2020-03-04,모르타르(mortar),"서울특별시 성동구 상원2길 5-5, 1층 (성수동1가)",54,2020-03-04,경양식
일반음식점,2020-03-05,퍼응언 PHO NGON,"서울특별시 성동구 상원길 17, 2층 (성수동1가)",75.45,2020-03-05,"외국음식전문점(인도,태국등)"
일반음식점,2020-03-05,배달의쌀국수,"서울특별시 성동구 왕십리로 273-1, 지하1층 (행당동)",56,2020-03-05,한식
일반음식점,2020-03-05,청주한씨,"서울특별시 성동구 연무장길 41-22, 지하1층 (성수동2가)",63.67,2020-03-05,한식
일반음식점,2020-03-05,에바스,"서울특별시 성동구 성덕정15길 4-7, 1층 (성수동2가)",24.23,2020-03-05,"외국음식전문점(인도,태국등)"
일반음식점,2020-03-06,동대문엽기떡볶이 성수점,"서울특별시 성동구 아차산로7길 28, 1층 11호 (성수동2가)",138,2020-03-06,한식
일반음식점,2020-03-06,비엔에이치알커피,"서울특별시 성동구 연무장5길 9-16, 1층 106,107호 (성수동2가)",174.29,2020-03-06,기타
일반음식점,2020-03-06,히포커피,"서울특별시 성동구 마조로11길 5, 1층 (행당동)",71.18,2020-03-06,기타
일반음식점,2020-03-06,팀메리(TIM MARY),"서울특별시 성동구 마조로11길 5, 1층 (행당동)",35.76,2020-03-06,기타
일반음식점,2020-03-09,밥뚝딱부대찌개,"서울특별시 성동구 장터길 40-4, 1층 (금호동4가)",13.2,2020-03-09,한식
일반음식점,2020-03-11,몬스터포 건대점,"서울특별시 성동구 동일로 135-1, 1층 6호 (성수동2가)",20,2021-03-17,"외국음식전문점(인도,태국등)"
일반음식점,2020-03-11,프라이데이 무브먼트,"서울특별시 성동구 왕십리로14길 7, 2층 (성수동1가)",27,2020-03-11,기타
일반음식점,2020-03-13,대광식당,"서울특별시 성동구 뚝섬로 414, 1층 (성수동2가)",18,2020-03-13,한식
일반음식점,2020-03-13,톤즈커피 Tonz coffee,"서울특별시 성동구 마조로11길 12, 1층 (행당동)",70.63,2020-03-13,기타
일반음식점,2020-03-13,프로브(Prov),"서울특별시 성동구 성수일로 28, 2층 (성수동1가)",94.87,2020-03-13,기타
일반음식점,2020-03-13,봄의정원 성수점,"서울특별시 성동구 연무장길 81, 남경빌딩 지1층 (성수동2가)",62.7,2020-03-13,기타
일반음식점,2020-03-18,죽이야기 뚝섬역점,"서울특별시 성동구 아차산로 42, 지하1층 (성수동1가)",36,2020-03-18,한식
일반음식점,2020-03-20,잭셔플펍,"서울특별시 성동구 마조로3가길 18, 지하1층 (행당동)",133.69,2020-03-20,기타
일반음식점,2020-03-23,옹근달,"서울특별시 성동구 성수이로7길 41-1, 1,2층 (성수동2가)",292.37,2020-03-23,기타
일반음식점,2020-03-23,생활맥주 한양대점,"서울특별시 성동구 마조로7길 10, 1층 (행당동)",96.92,2020-03-23,기타
일반음식점,2020-03-25,두찜성동왕십리점,"서울특별시 성동구 마장로 137, 402동 1층 115호 (상왕십리동, 텐즈힐)",26.93,2020-03-25,한식
일반음식점,2020-03-25,카페 드 모나코 Cafe de Monaco,"서울특별시 성동구 고산자로2길 65, 상가2동 2107호 (행당동, 서울숲리버뷰자이)",78.66,2020-03-25,기타
일반음식점,2020-03-26,사촌오빠네,"서울특별시 성동구 무학봉15길 10-1, 1층 102호 (하왕십리동)",39.78,2020-03-26,한식
일반음식점,2020-03-30,변사또생고기칡냉면,"서울특별시 성동구 용답중앙15길 10-1, 2층 (용답동)",83.84,2020-03-30,한식
일반음식점,2020-04-03,카페 올리브,"서울특별시 성동구 행당로 84, 행당 한진타운 종합상가 지하1층 006호 (행당동)",16.24,2020-04-03,기타
일반음식점,2020-04-06,탐광,"서울특별시 성동구 연무장5가길 26, 1층 (성수동2가)",67.32,2020-04-06,일식
일반음식점,2020-04-06,꾸아 서울숲점,"서울특별시 성동구 서울숲4길 26-24, 지하1층 (성수동1가)",45,2020-04-06,"외국음식전문점(인도,태국등)"
일반음식점,2020-04-07,더건강찬,"서울특별시 성동구 동호로 102, 상가동 5층 510호 (금호동3가)",19.8,2020-04-07,한식
일반음식점,2020-04-08,슈에뜨펍,"서울특별시 성동구 성수이로 96, 지하1층 (성수동2가)",23,2020-04-08,기타
일반음식점,2020-04-08,잭홀덤보드카페,"서울특별시 성동구 고산자로 284, 성동샤르망 201호 (행당동)",98.65,2020-04-08,기타
일반음식점,2020-04-09,장인포스,"서울특별시 성동구 마장로 223, 1층 (마장동)",20,2020-04-09,한식
일반음식점,2020-04-13,미고플랜(브레쉬팩토리),"서울특별시 성동구 금호로 105, 상가동 지하3층 B301호 (금호동2가)",44.08,2020-04-13,기타
일반음식점,2020-04-13,성공 is 100,"서울특별시 성동구 성덕정길 39, 1층 (성수동1가)",20,2020-04-13,호프/통닭
일반음식점,2020-04-13,로스트,"서울특별시 성동구 연무장5가길 32, 2층 201호 (성수동2가)",67.4,2020-04-13,경양식
일반음식점,2020-04-14,본 떡볶이,"서울특별시 성동구 용답중앙길 42, 1층 (용답동)",10,2020-04-14,한식
일반음식점,2020-04-16,모므로 살롱,"서울특별시 성동구 서울숲2길 45-1, 3층 (성수동1가)",118.24,2020-04-16,기타
일반음식점,2020-04-16,청주집,"서울특별시 성동구 행당로 87, 3층 343호 (행당동)",3.95,2020-04-16,한식
일반음식점,2020-04-17,오오 불독(OHOH 불독),"서울특별시 성동구 성덕정길 68, 1층 2호 (성수동1가)",13.5,2020-04-17,분식
일반음식점,2020-04-20,서울에스프레소,"서울특별시 성동구 왕십리로 64, 1층 (성수동1가)",6.6,2020-04-20,기타
일반음식점,2020-04-20,소재,"서울특별시 성동구 마조로3길 8, 3층 (행당동)",183.27,2020-04-20,기타
일반음식점,2020-04-21,피자알볼로 왕십리뉴타운점,"서울특별시 성동구 왕십리로 410, J동 128호 (하왕십리동, 센트라스)",42.41,2020-04-21,경양식
일반음식점,2020-04-21,모노하 성수(MO-NO-HA SEONGSU),"서울특별시 성동구 성수이로20길 16, 1층 104호 (성수동2가)",73.45,2020-04-21,기타
일반음식점,2020-04-22,부어치킨,"서울특별시 성동구 마장로 137, 221동 1층 1144~1145호 (상왕십리동, 텐즈힐)",74.1,2020-04-22,호프/통닭
일반음식점,2020-04-22,럭키페니(Lucky Penny),"서울특별시 성동구 성수이로7길 27, 1층 106-A1호 (성수동2가)",79.26,2020-04-22,기타
일반음식점,2020-04-23,커피엠스테이블 금호팩토리,"서울특별시 성동구 금호로 82, 2층 (금호동1가)",40.5,2020-04-23,기타
일반음식점,2020-04-24,프란츠카프카 딜리버리,"서울특별시 성동구 왕십리로 311-1, 지하1층 (행당동)",45.87,2020-04-24,기타
일반음식점,2020-04-24,돈카츠프라이 왕십리역점,"서울특별시 성동구 왕십리로 311-1, 지하1층 (행당동)",45.87,2020-04-24,기타
일반음식점,2020-04-24,아러바우트,"서울특별시 성동구 연무장5가길 32, 203호 (성수동2가)",14.9,2020-04-24,기타
일반음식점,2020-04-24,쿠나(Kuna),"서울특별시 성동구 연무장5길 9-16, 1층 105호 (성수동2가)",45.17,2020-04-24,"외국음식전문점(인도,태국등)"
일반음식점,2020-04-24,신통커피,"서울특별시 성동구 송정4가길 65, 1층 (송정동)",40,2020-04-24,기타
일반음식점,2020-04-27,만수네(MANSUNE),"서울특별시 성동구 한림말3길 21-1, 1층 (옥수동)",69.98,2020-04-27,한식
일반음식점,2020-04-27,누구나홀딱반한닭 상왕십리역점,"서울특별시 성동구 왕십리로 410, J동 1층 134호 (하왕십리동, 센트라스)",72.29,2020-04-27,호프/통닭
일반음식점,2020-04-29,복닭,"서울특별시 성동구 성수일로10길 26, 상가동 1층 113호 (성수동2가)",42.93,2020-04-29,기타
일반음식점,2020-05-01,오스테리아 파로,"서울특별시 성동구 서울숲6길 20, 1층 (성수동1가)",93.5,2020-05-01,경양식
일반음식점,2020-05-04,이유있는반찬,"서울특별시 성동구 왕십리광장로 10, 1, 2층 (행당동)",41.06,2020-05-04,한식
일반음식점,2020-05-06,구욱희씨,"서울특별시 성동구 서울숲4길 12-22, 1,2층 (성수동1가)",181.93,2020-05-06,기타
일반음식점,2020-05-07,작품투부대찌개,"서울특별시 성동구 독서당로 381, 지하1층 11호 (응봉동)",13.2,2020-05-07,한식
일반음식점,2020-05-07,포차봉숙이네,"서울특별시 성동구 고산자로 177, 1층 109호 (행당동, 서울숲행당푸르지오아파트)",46.17,2020-05-07,한식
일반음식점,2020-05-08,로우커피스탠드,"서울특별시 성동구 연무장길 94, 1층 (성수동2가)",25,2020-05-08,기타
일반음식점,2020-05-08,히팅스튜디오,"서울특별시 성동구 성수일로12길 20, 3층 303호 (성수동2가)",100.41,2020-05-08,기타
일반음식점,2020-05-08,치유,"서울특별시 성동구 연무장15길 11, 가동 1층 B105호 (성수동2가)",24,2020-05-08,한식
일반음식점,2020-05-08,마굿간연합,"서울특별시 성동구 연무장15길 11, 가동 1층 B129호 (성수동2가)",432,2020-05-08,한식
일반음식점,2020-05-11,코코카이,"서울특별시 성동구 연무장길 35, 2층 (성수동2가)",93.96,2020-05-11,경양식
일반음식점,2020-05-12,홈그라운드,"서울특별시 성동구 한림말길 22-20, 지1층 (옥수동)",20,2020-05-12,기타
일반음식점,2020-05-12,달의 정원(EL PATIO DE LA LUNA),"서울특별시 성동구 연무장길 10-5, 1층 (성수동1가)",47.83,2020-05-12,기타
일반음식점,2020-05-15,이모네 생고기 정육식당,"서울특별시 성동구 마조로 17, 1층 32호 (행당동)",16.32,2020-05-15,식육(숯불구이)
일반음식점,2020-05-15,얌샘김밥 성수역점,"서울특별시 성동구 연무장5가길 7, 성수역 현대테라스타워 제1층 107호 (성수동2가)",50.73,2020-05-15,한식
일반음식점,2020-05-15,작야,"서울특별시 성동구 성덕정길 82-1, 1층 (성수동2가)",31.9,2020-05-15,일식
일반음식점,2020-05-18,서래향,"서울특별시 성동구 마장로 137, 221동 1층 1139,1140,1141호 (상왕십리동, 텐즈힐)",125.97,2020-05-18,중국식
일반음식점,2020-05-21,퀴바라,"서울특별시 성동구 성수일로1길 18, 1층 (성수동1가)",59.49,2020-05-21,경양식
일반음식점,2020-05-21,김밥천국,"서울특별시 성동구 마장로 137, 221동 1층 1101호 (상왕십리동, 텐즈힐)",68.62,2020-05-21,한식
일반음식점,2020-06-09,"원앤하프, ONE AND HALF","서울특별시 성동구 서울숲4길 18-8, 1층 (성수동1가)",97,2020-06-09,경양식
일반음식점,2020-06-16,고피자 행당점,"서울특별시 성동구 행당로 101, 1층 101,102호 (행당동)",69,2020-06-16,기타
일반음식점,2020-06-17,성동커피&맥주,"서울특별시 성동구 성덕정17길 7-1, 1층 (성수동2가)",20,2020-06-17,기타
일반음식점,2020-06-23,골프스타디움,"서울특별시 성동구 아차산로7길 21, 지하1층 (성수동2가)",24.26,2020-06-23,한식
일반음식점,2020-06-23,역전할머니 맥주(답십리점),"서울특별시 성동구 용답19길 15-1, 1층 (용답동)",81.91,2020-06-23,한식
일반음식점,2020-06-24,뚝도청춘상인회협동조합,"서울특별시 성동구 성덕정15길 4-4, 1층 (성수동2가)",23.4,2020-06-24,한식
일반음식점,2020-06-25,숲떡,"서울특별시 성동구 서울숲2길 14, 1층 02호 (성수동1가)",42.9,2020-06-25,분식
일반음식점,2020-06-26,하프커피 성수점,"서울특별시 성동구 서울숲4길 12, 지하1층 (성수동1가)",86.94,2020-06-26,기타
일반음식점,2020-06-30,라와마라탕5호점,"서울특별시 성동구 고산자로 299, 1층 (마장동)",19.33,2020-06-30,중국식
일반음식점,2020-06-30,타임 애프터 타임(TIME AFTER TIME),"서울특별시 성동구 연무장길 28-16, 1,2층 (성수동2가)",237,2020-06-30,기타
일반음식점,2020-07-02,세광양대창 왕십리점,"서울특별시 성동구 왕십리로20길 8, 2층 (도선동)",154.99,2020-07-02,한식
일반음식점,2020-07-09,소설가그랩앤고,"서울특별시 성동구 매봉길 50, 126동 B107호 (옥수동, 이편한세상옥수파크힐스)",77.21,2020-07-09,한식
일반음식점,2020-07-09,콜렉트,"서울특별시 성동구 서울숲2길 20-8, 1층 (성수동1가)",46.6,2020-07-09,기타
일반음식점,2020-07-09,카페 라쪼 Caffe Lazzo,"서울특별시 성동구 왕십리로8길 21, 지하1층 (성수동1가)",33,2020-12-08,기타
일반음식점,2020-07-15,"국가대표,푸드","서울특별시 성동구 행당로1길 7, 1층 (금호동1가)",71.32,2020-07-15,한식
일반음식점,2020-07-16,꼬꼬방집으로삼겹,"서울특별시 성동구 마장로 137, 402동 112호 (상왕십리동, 텐즈힐)",26.93,2020-07-16,한식
일반음식점,2020-07-17,윕WIP성수,"서울특별시 성동구 광나루로4가길 5, 1층 (성수동2가)",120.96,2020-07-17,경양식
일반음식점,2020-07-20,자연낙지,"서울특별시 성동구 용답중앙21길 1, 1층 (용답동)",21.41,2020-07-20,한식
일반음식점,2020-07-20,오프커피,"서울특별시 성동구 연무장길 29-17, 1층 (성수동2가)",46.2,2020-07-20,기타
일반음식점,2020-07-22,앂아로마 (sip aroma),"서울특별시 성동구 금호산2길 21-1, 1층 (금호동3가)",12.16,2020-07-22,경양식
일반음식점,2020-07-28,마마육개장,"서울특별시 성동구 무학로6길 50, 2층 236-3호 (도선동, 성동삼성쉐르빌)",38.45,2020-07-28,한식
일반음식점,2020-07-31,프레스나인,"서울특별시 성동구 광나루로 176, 2층 (성수동1가)",20,2020-07-31,기타
일반음식점,2020-07-31,신의주찹쌀순대(금호점),"서울특별시 성동구 난계로 35, 2층 (금호동1가)",148.5,2020-07-31,한식
일반음식점,2020-08-03,지코바 성수1호점,"서울특별시 성동구 광나루로 156, 1층 (성수동1가)",59.5,2020-08-03,기타
일반음식점,2020-08-04,화이트 365 커피,"서울특별시 성동구 사근동길 61, 1층 102호 (사근동)",49.5,2020-08-04,기타
일반음식점,2020-08-05,화이트비치,"서울특별시 성동구 왕십리로 410, C동 1층 106호 (하왕십리동, 센트라스)",43.99,2020-08-05,기타
일반음식점,2020-08-05,더벤티 성수아이에스점,"서울특별시 성동구 성수이로 147, 아이에스비즈타워 1층 102호 (성수동2가)",41.07,2020-08-05,기타
일반음식점,2020-08-06,쉼술,"서울특별시 성동구 아차산로7길 17-1, 1층 (성수동2가)",35,2020-08-06,한식
일반음식점,2020-08-07,금호동 비원,"서울특별시 성동구 장터길 29, 2,3층 (금호동3가)",78.39,2020-08-07,한식
일반음식점,2020-08-07,먼치스,"서울특별시 성동구 장터길 14-2, 지하1층 (금호동4가)",52,2020-12-24,기타
일반음식점,2020-08-12,B ㅓ T,"서울특별시 성동구 왕십리로5길 9-2, 지하1층 (성수동1가)",56,2020-08-12,경양식
일반음식점,2020-08-12,파인와플,"서울특별시 성동구 서울숲4길 16-1, 1층 (성수동1가)",51.86,2020-08-12,기타
일반음식점,2020-08-13,빅쭌부대찌개,"서울특별시 성동구 연무장5가길 7, 1층 110,111호 (성수동2가)",105.47,2020-08-13,한식
일반음식점,2020-08-13,떡세스,"서울특별시 성동구 마장로 203-1, 1층 (홍익동)",15.96,2020-08-13,분식
일반음식점,2020-08-18,우리집김밥,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 지하2층 B-02호 (행당동)",7.97,2020-08-18,기타
일반음식점,2020-08-21,서오릉피자,"서울특별시 성동구 마장로 137, 221동 1층 1102호 (상왕십리동, 텐즈힐)",56.6,2020-08-21,기타
일반음식점,2020-08-21,라운지카니보,"서울특별시 성동구 서울숲4길 20-1, 지하1층 (성수동1가)",105.75,2020-08-21,기타
일반음식점,2020-08-24,이키나리 돈부리,"서울특별시 성동구 아차산로7길 36, 1층 1-1(나)호 (성수동2가)",50.76,2020-08-24,일식
일반음식점,2020-08-25,바우네 나주곰탕,"서울특별시 성동구 왕십리로21길 10, 1층 (행당동)",21.5,2020-08-25,한식
일반음식점,2020-08-27,오색만곱 왕십리점,"서울특별시 성동구 왕십리광장로 10, 2층 (행당동)",12.23,2020-08-27,한식
일반음식점,2020-08-27,피자 플래넷,"서울특별시 성동구 왕십리로 410, 아이동 165호 (하왕십리동, 센트라스)",43,2020-08-27,경양식
일반음식점,2020-08-28,싸움의고수 성수점,"서울특별시 성동구 아차산로17길 49, 1층 120호 (성수동2가)",55.01,2020-08-28,한식
일반음식점,2020-09-08,퍼니주,"서울특별시 성동구 왕십리로4길 3, 1층 (성수동1가)",95.7,2020-09-08,기타
